ID,Marital Status,Gender,Income,Children,Education,Occupation,Home Owner,Cars,Commute Distance,Region,Age,Purchased Bike
12568,Married,Female,30000.0,1.0,Bachelors,Clerical,1,0.0,0-1 Miles,Europe,64.0,0
25918,Single,Female,30000.0,2.0,Partial College,Clerical,0,2.0,5-10 Miles,Pacific,60.0,1
16185,Single,Male,60000.0,4.0,Bachelors,Professional,1,3.0,10+ Miles,Pacific,41.0,0
27040,Married,Male,20000.0,2.0,Partial High School,Clerical,1,2.0,1-2 Miles,North America,49.0,0
23256,Single,Male,30000.0,1.0,High School,Clerical,0,1.0,5-10 Miles,North America,52.0,0
18435,Single,Female,70000.0,5.0,Graduate Degree,Management,1,2.0,10+ Miles,North America,67.0,1
23378,Married,Male,70000.0,1.0,Partial College,Skilled Manual,1,1.0,2-5 Miles,North America,44.0,1
23627,Single,Female,100000.0,3.0,Partial College,Management,0,4.0,5-10 Miles,Europe,56.0,0
12664,Married,Female,130000.0,5.0,Partial College,Professional,1,4.0,0-1 Miles,Europe,59.0,0
15749,Single,Female,70000.0,4.0,Bachelors,Management,1,2.0,10+ Miles,North America,61.0,0
22527,Single,Female,20000.0,0.0,High School,Manual,0,1.0,2-5 Miles,Europe,29.0,0
24398,Married,Male,130000.0,1.0,Graduate Degree,Management,1,4.0,0-1 Miles,North America,41.0,0
16200,Single,Female,10000.0,0.0,Partial High School,Manual,0,2.0,0-1 Miles,Europe,35.0,0
17319,Single,Female,70000.0,0.0,Bachelors,Professional,0,1.0,5-10 Miles,Pacific,42.0,0
28580,Married,Female,80000.0,0.0,Graduate Degree,Skilled Manual,1,0.0,1-2 Miles,North America,40.0,1
27745,Single,Male,40000.0,2.0,Bachelors,Management,1,2.0,5-10 Miles,Pacific,63.0,1
11734,Married,Male,60000.0,1.0,Partial College,Skilled Manual,0,1.0,0-1 Miles,North America,47.0,0
26576,Married,Female,60000.0,0.0,Partial College,Skilled Manual,1,2.0,5-10 Miles,North America,31.0,0
29117,Single,Male,100000.0,1.0,Bachelors,Management,0,3.0,0-1 Miles,Pacific,48.0,0
12585,Married,Male,10000.0,1.0,High School,Manual,1,0.0,2-5 Miles,Pacific,27.0,1
29106,Single,Male,40000.0,0.0,High School,Skilled Manual,0,2.0,1-2 Miles,North America,31.0,1
29255,Single,Male,80000.0,3.0,Partial College,Professional,0,1.0,1-2 Miles,North America,51.0,1
26678,Single,Female,80000.0,2.0,Partial High School,Skilled Manual,1,2.0,5-10 Miles,North America,49.0,0
29106,Single,Male,40000.0,0.0,High School,Skilled Manual,0,2.0,1-2 Miles,North America,31.0,1
20598,Married,Male,100000.0,3.0,Partial High School,Professional,1,0.0,10+ Miles,Europe,59.0,1
26852,Married,Female,20000.0,3.0,High School,Manual,1,2.0,0-1 Miles,Europe,43.0,0
11061,Married,Male,56419.95172968624,2.0,Partial College,Skilled Manual,1,2.0,5-10 Miles,Pacific,52.0,1
24324,Single,Female,60000.0,4.0,Bachelors,Skilled Manual,1,2.0,2-5 Miles,North America,41.0,1
16549,Single,Female,30000.0,3.0,Bachelors,Clerical,1,0.0,0-1 Miles,Europe,47.0,1
11641,Married,Male,50000.0,1.0,Bachelors,Skilled Manual,1,0.0,0-1 Miles,North America,36.0,0
26219,Married,Female,40000.0,1.0,Bachelors,Skilled Manual,1,1.0,1-2 Miles,Europe,33.0,1
20897,Married,Female,30000.0,1.0,Bachelors,Skilled Manual,1,2.0,0-1 Miles,Europe,40.0,0
20923,Married,Female,40000.0,1.0,Bachelors,Skilled Manual,1,0.0,0-1 Miles,Europe,42.0,1
17994,Single,Male,20000.0,2.0,High School,Manual,1,2.0,0-1 Miles,Europe,42.0,0
17907,Married,Female,10000.0,0.0,Partial College,Manual,1,1.0,2-5 Miles,Pacific,27.0,0
14063,Single,Female,70000.0,0.0,Bachelors,Professional,0,1.0,0-1 Miles,Pacific,42.0,1
25323,Married,Male,40000.0,2.0,Partial College,Clerical,1,1.0,1-2 Miles,Europe,35.0,1
29301,Married,Male,80000.0,5.0,Bachelors,Professional,1,4.0,1-2 Miles,Pacific,40.0,0
25943,Single,Female,70000.0,0.0,Partial College,Skilled Manual,0,2.0,0-1 Miles,North America,27.0,1
29337,Single,Male,30000.0,2.0,Partial College,Clerical,1,2.0,5-10 Miles,Pacific,68.0,0
22381,Married,Male,10000.0,1.0,Graduate Degree,Manual,1,0.0,0-1 Miles,Europe,44.0,0
27090,Married,Female,60000.0,1.0,Graduate Degree,Professional,1,0.0,2-5 Miles,North America,37.0,1
13873,Married,Male,70000.0,3.0,Graduate Degree,Professional,1,0.0,0-1 Miles,North America,35.0,1
24357,Married,Male,56419.95172968624,3.0,Bachelors,Professional,1,1.0,2-5 Miles,North America,48.0,1
15265,Single,Male,40000.0,2.0,Bachelors,Management,1,2.0,5-10 Miles,Pacific,66.0,1
11451,Single,Male,70000.0,0.0,Bachelors,Professional,0,4.0,10+ Miles,Pacific,31.0,1
27388,Married,Male,60000.0,3.0,Bachelors,Management,0,2.0,1-2 Miles,North America,66.0,0
18267,Married,Male,60000.0,3.0,Bachelors,Professional,1,2.0,5-10 Miles,Pacific,43.0,0
23986,Married,Female,20000.0,1.0,Bachelors,Clerical,1,0.0,0-1 Miles,Europe,66.0,1
11622,Married,Male,50000.0,0.0,Graduate Degree,Skilled Manual,1,0.0,0-1 Miles,North America,32.0,0
27183,Single,Male,40000.0,2.0,Partial College,Clerical,1,1.0,1-2 Miles,Europe,35.0,1
11783,Married,Female,60000.0,1.0,Graduate Degree,Skilled Manual,1,0.0,0-1 Miles,North America,34.0,0
20758,Married,Male,30000.0,2.0,High School,Skilled Manual,1,2.0,1-2 Miles,North America,50.0,0
22010,Single,Male,40000.0,0.0,High School,Skilled Manual,1,2.0,5-10 Miles,North America,31.0,0
14572,Married,Female,70000.0,3.0,Graduate Degree,Professional,1,0.0,2-5 Miles,North America,35.0,1
23027,Single,Male,130000.0,1.0,Bachelors,Management,0,4.0,0-1 Miles,North America,44.0,0
28269,Single,Female,130000.0,1.0,Bachelors,Management,0,1.0,2-5 Miles,North America,45.0,0
24981,Married,Male,60000.0,2.0,Partial College,Professional,1,2.0,10+ Miles,North America,56.0,0
16468,Single,Male,30000.0,0.0,Partial College,Clerical,1,1.0,2-5 Miles,Europe,30.0,0
14192,Married,Male,90000.0,4.0,High School,Management,1,3.0,5-10 Miles,Europe,56.0,1
19193,Single,Male,40000.0,2.0,Partial College,Clerical,1,0.0,1-2 Miles,Europe,35.0,1
26796,Single,Male,40000.0,2.0,Bachelors,Management,1,2.0,5-10 Miles,Pacific,65.0,1
25906,Single,Female,10000.0,5.0,High School,Skilled Manual,0,2.0,1-2 Miles,Pacific,62.0,0
24958,Single,Female,40000.0,5.0,High School,Professional,0,3.0,2-5 Miles,North America,60.0,1
25241,Married,Male,90000.0,2.0,Bachelors,Professional,1,1.0,5-10 Miles,Pacific,47.0,0
25058,Married,Male,100000.0,1.0,Bachelors,Management,1,3.0,2-5 Miles,Pacific,47.0,0
14193,Single,Female,100000.0,3.0,Partial College,Management,1,4.0,10+ Miles,Europe,56.0,0
24485,Single,Male,40000.0,2.0,Bachelors,Management,0,1.0,5-10 Miles,Pacific,52.0,1
12705,Married,Male,150000.0,0.0,Bachelors,Management,1,4.0,0-1 Miles,Pacific,37.0,1
11225,Married,Female,60000.0,2.0,Partial College,Professional,1,1.0,10+ Miles,North America,55.0,0
17000,Single,Female,70000.0,4.0,Bachelors,Skilled Manual,1,2.0,2-5 Miles,North America,43.0,1
18050,Married,Female,60000.0,1.0,Partial College,Skilled Manual,1,1.0,0-1 Miles,North America,45.0,1
22500,Single,Male,40000.0,0.0,Bachelors,Professional,0,0.0,0-1 Miles,Europe,40.0,1
11199,Married,Female,70000.0,4.0,Bachelors,Management,1,1.0,10+ Miles,North America,59.0,0
13233,Married,Male,60000.0,2.0,Partial College,Professional,1,1.0,10+ Miles,North America,57.0,1
22175,Married,Female,30000.0,3.0,High School,Skilled Manual,1,2.0,5-10 Miles,Pacific,53.0,1
12205,Single,Female,130000.0,2.0,Bachelors,Management,0,4.0,0-1 Miles,North America,67.0,0
19562,Single,Female,60000.0,2.0,Bachelors,Professional,1,1.0,2-5 Miles,Pacific,37.0,1
23419,Single,Female,70000.0,5.0,Bachelors,Professional,1,3.0,10+ Miles,Pacific,39.0,0
18580,Married,Female,60000.0,2.0,Graduate Degree,Professional,1,0.0,2-5 Miles,North America,43.0,1
27941,Married,Female,80000.0,4.0,Partial College,Professional,1,2.0,2-5 Miles,Europe,53.0,0
20401,Married,Female,50000.0,4.0,Bachelors,Management,1,2.0,1-2 Miles,North America,64.0,1
28997,Single,Male,40000.0,2.0,High School,Professional,0,1.0,2-5 Miles,North America,58.0,1
14092,Single,Male,30000.0,0.0,Partial High School,Clerical,1,2.0,5-10 Miles,North America,28.0,0
26032,Married,Female,70000.0,5.0,Bachelors,Professional,1,4.0,10+ Miles,Pacific,41.0,0
13151,Single,Male,40000.0,0.0,High School,Skilled Manual,1,2.0,5-10 Miles,North America,27.0,0
27643,Single,Male,70000.0,5.0,Partial College,Professional,1,3.0,2-5 Miles,North America,44.0,0
17012,Married,Female,60000.0,3.0,Graduate Degree,Professional,1,0.0,2-5 Miles,North America,42.0,1
19183,Single,Male,10000.0,0.0,Partial High School,Manual,1,2.0,1-2 Miles,Europe,35.0,0
12697,Single,Female,90000.0,0.0,Bachelors,Professional,0,4.0,10+ Miles,Pacific,36.0,0
18390,Married,Male,80000.0,5.0,Partial College,Professional,1,2.0,0-1 Miles,North America,44.0,0
24584,Single,Male,60000.0,0.0,Bachelors,Professional,0,3.0,2-5 Miles,Pacific,31.0,0
26385,Single,Male,120000.0,3.0,High School,Professional,0,4.0,5-10 Miles,Europe,50.0,0
19291,Single,Female,10000.0,2.0,High School,Manual,1,0.0,0-1 Miles,Europe,35.0,0
13154,Married,Male,40000.0,0.0,High School,Skilled Manual,0,2.0,0-1 Miles,North America,27.0,1
24496,Single,Female,40000.0,0.0,High School,Skilled Manual,0,2.0,0-1 Miles,North America,28.0,1
21441,Married,Male,50000.0,4.0,Bachelors,Management,1,2.0,10+ Miles,North America,64.0,0
26944,Single,Male,56419.95172968624,2.0,High School,Manual,1,0.0,0-1 Miles,Europe,36.0,1
22402,Married,Male,10000.0,0.0,Partial College,Manual,1,1.0,2-5 Miles,Pacific,25.0,1
15412,Married,Male,130000.0,2.0,Graduate Degree,Management,1,3.0,2-5 Miles,North America,69.0,0
27760,Single,Female,40000.0,0.0,Graduate Degree,Clerical,0,0.0,0-1 Miles,Europe,37.0,1
12207,Single,Male,80000.0,4.0,Bachelors,Management,1,0.0,5-10 Miles,North America,66.0,1
28799,Single,Female,40000.0,2.0,Partial College,Clerical,0,1.0,1-2 Miles,North America,47.0,1
11941,Single,Male,60000.0,0.0,Partial College,Skilled Manual,1,0.0,5-10 Miles,North America,29.0,0
22046,Single,Female,80000.0,0.0,Bachelors,Management,0,1.0,0-1 Miles,North America,38.0,1
23105,Single,Male,40000.0,3.0,Partial High School,Clerical,0,2.0,5-10 Miles,Pacific,52.0,1
25347,Single,Female,20000.0,3.0,Partial High School,Clerical,0,2.0,0-1 Miles,North America,49.0,0
22864,Married,Male,90000.0,2.0,Partial College,Professional,0,0.0,5-10 Miles,North America,49.0,1
12452,Married,Male,60000.0,4.0,Graduate Degree,Skilled Manual,1,0.0,1-2 Miles,North America,47.0,1
14785,Single,Male,30000.0,1.0,Bachelors,Clerical,0,1.0,1-2 Miles,Europe,39.0,0
22330,Married,Male,50000.0,0.0,Graduate Degree,Skilled Manual,1,0.0,1-2 Miles,North America,32.0,1
28488,Single,Male,20000.0,0.0,Partial College,Manual,1,0.0,0-1 Miles,Pacific,28.0,1
28043,Married,Female,60000.0,2.0,Bachelors,Management,1,0.0,10+ Miles,North America,56.0,0
13673,Single,Female,20000.0,0.0,Partial High School,Manual,0,2.0,0-1 Miles,Europe,25.0,0
27941,Married,Female,80000.0,4.0,Partial College,Professional,1,2.0,2-5 Miles,Europe,53.0,0
17702,Married,Male,10000.0,1.0,Graduate Degree,Manual,1,0.0,0-1 Miles,Europe,37.0,0
19784,Married,Female,80000.0,2.0,High School,Skilled Manual,1,2.0,5-10 Miles,Pacific,50.0,1
16773,Married,Male,60000.0,1.0,Graduate Degree,Skilled Manual,1,0.0,0-1 Miles,North America,33.0,0
14063,Single,Female,70000.0,0.0,Bachelors,Professional,0,1.0,0-1 Miles,Pacific,42.0,1
27494,Single,Female,40000.0,2.0,Partial College,Skilled Manual,0,2.0,1-2 Miles,Pacific,53.0,1
13507,Married,Female,10000.0,2.0,Partial College,Manual,1,0.0,1-2 Miles,Europe,50.0,0
11259,Married,Female,100000.0,4.0,Partial College,Professional,1,4.0,2-5 Miles,North America,41.0,1
28087,Single,Female,40000.0,0.0,Partial College,Skilled Manual,0,1.0,1-2 Miles,North America,27.0,0
23089,Married,Male,40000.0,0.0,Partial College,Skilled Manual,1,1.0,5-10 Miles,North America,28.0,0
23962,Married,Female,10000.0,0.0,Partial High School,Manual,1,2.0,1-2 Miles,Europe,32.0,0
20343,Married,Female,90000.0,4.0,Partial College,Professional,1,1.0,1-2 Miles,North America,45.0,0
14164,Single,Female,50000.0,0.0,Graduate Degree,Skilled Manual,1,0.0,0-1 Miles,Europe,36.0,1
24185,Single,Female,10000.0,1.0,High School,Manual,0,1.0,1-2 Miles,Europe,45.0,0
19477,Married,Male,40000.0,0.0,Bachelors,Professional,1,0.0,0-1 Miles,Europe,40.0,1
20927,Single,Female,20000.0,5.0,High School,Manual,1,2.0,0-1 Miles,Europe,27.0,0
25605,Single,Female,20000.0,2.0,Partial College,Manual,0,1.0,0-1 Miles,Europe,54.0,1
22500,Single,Male,40000.0,0.0,Bachelors,Professional,0,0.0,0-1 Miles,Europe,40.0,1
12718,Single,Female,30000.0,0.0,Partial College,Clerical,1,1.0,2-5 Miles,Europe,31.0,0
14865,Single,Male,40000.0,2.0,Partial College,Clerical,1,2.0,1-2 Miles,Europe,36.0,0
26238,Single,Female,40000.0,3.0,Partial College,Clerical,1,1.0,1-2 Miles,North America,31.0,1
18711,Single,Female,70000.0,5.0,Bachelors,Professional,1,4.0,10+ Miles,Pacific,39.0,0
17960,Married,Female,40000.0,0.0,Graduate Degree,Clerical,1,0.0,0-1 Miles,Europe,35.0,1
14777,Married,Female,40000.0,0.0,Bachelors,Clerical,1,0.0,0-1 Miles,Europe,38.0,1
27643,Single,Male,70000.0,5.0,Partial College,Professional,1,3.0,2-5 Miles,North America,44.0,0
26941,Married,Male,30000.0,0.0,Bachelors,Clerical,1,0.0,0-1 Miles,Europe,47.0,1
22707,Single,Female,30000.0,0.0,Partial College,Clerical,0,1.0,2-5 Miles,Europe,30.0,0
11340,Married,Female,10000.0,1.0,Graduate Degree,Clerical,1,0.0,0-1 Miles,Europe,70.0,1
19235,Married,Female,50000.0,0.0,Graduate Degree,Skilled Manual,1,0.0,0-1 Miles,North America,34.0,0
27169,Single,Male,30000.0,0.0,High School,Manual,1,1.0,2-5 Miles,Europe,34.0,1
14883,Married,Female,30000.0,1.0,Bachelors,Skilled Manual,1,1.0,5-10 Miles,North America,53.0,1
19618,Married,Male,70000.0,5.0,Partial College,Skilled Manual,1,2.0,0-1 Miles,Pacific,44.0,0
26582,Married,Male,60000.0,0.0,Partial College,Skilled Manual,1,2.0,5-10 Miles,North America,33.0,1
20729,Married,Female,40000.0,2.0,Partial College,Clerical,0,1.0,0-1 Miles,Europe,34.0,0
12744,Single,Female,40000.0,2.0,Partial College,Clerical,1,0.0,0-1 Miles,Europe,33.0,0
27771,Single,Male,30000.0,1.0,Bachelors,Clerical,1,1.0,1-2 Miles,Europe,39.0,1
27040,Married,Male,20000.0,2.0,Partial High School,Clerical,1,2.0,1-2 Miles,North America,49.0,0
15501,Married,Male,70000.0,4.0,Graduate Degree,Professional,1,0.0,2-5 Miles,North America,36.0,1
22518,Single,Female,30000.0,3.0,Partial College,Clerical,0,2.0,0-1 Miles,Europe,27.0,1
14798,Single,Female,10000.0,4.0,Partial High School,Manual,1,2.0,0-1 Miles,Europe,41.0,1
16009,Single,Male,170000.0,1.0,Graduate Degree,Management,0,4.0,0-1 Miles,North America,66.0,0
18504,Married,Male,70000.0,2.0,Partial High School,Skilled Manual,0,2.0,1-2 Miles,North America,49.0,0
25502,Married,Female,40000.0,1.0,Bachelors,Skilled Manual,1,0.0,0-1 Miles,Europe,43.0,1
13082,Single,Male,130000.0,0.0,Graduate Degree,Management,1,0.0,2-5 Miles,Pacific,48.0,1
15559,Married,Male,60000.0,5.0,Bachelors,Professional,1,1.0,2-5 Miles,North America,47.0,0
23144,Married,Male,50000.0,1.0,Bachelors,Skilled Manual,1,0.0,0-1 Miles,North America,34.0,1
15839,Single,Male,30000.0,0.0,Partial College,Skilled Manual,1,1.0,5-10 Miles,North America,32.0,0
17471,Single,Female,80000.0,4.0,Graduate Degree,Management,1,2.0,5-10 Miles,North America,67.0,0
26412,Married,Female,80000.0,5.0,High School,Management,0,3.0,5-10 Miles,Europe,56.0,0
13760,Married,Male,60000.0,4.0,Graduate Degree,Skilled Manual,0,0.0,0-1 Miles,North America,47.0,0
29052,Single,Male,40000.0,0.0,Partial College,Skilled Manual,1,1.0,5-10 Miles,North America,27.0,0
22221,Married,Male,60000.0,2.0,High School,Professional,0,2.0,1-2 Miles,North America,48.0,1
17504,Single,Female,80000.0,2.0,Partial College,Skilled Manual,1,2.0,5-10 Miles,Pacific,52.0,1
21561,Single,Male,90000.0,0.0,Bachelors,Professional,0,3.0,10+ Miles,Pacific,34.0,1
21717,Married,Male,40000.0,2.0,Partial College,Clerical,1,1.0,0-1 Miles,North America,47.0,0
11935,Single,Female,30000.0,0.0,Partial College,Skilled Manual,1,1.0,5-10 Miles,North America,28.0,0
21451,Married,Female,40000.0,4.0,High School,Professional,1,2.0,10+ Miles,North America,61.0,0
16245,Single,Female,80000.0,4.0,Graduate Degree,Skilled Manual,1,0.0,1-2 Miles,North America,47.0,0
22634,Single,Female,40000.0,0.0,Graduate Degree,Clerical,1,0.0,0-1 Miles,Europe,38.0,1
19445,Married,Female,10000.0,2.0,High School,Manual,0,1.0,0-1 Miles,Europe,38.0,0
17482,Single,Female,40000.0,0.0,Partial High School,Clerical,1,2.0,5-10 Miles,North America,29.0,0
19143,Single,Female,80000.0,3.0,Bachelors,Skilled Manual,1,2.0,2-5 Miles,North America,41.0,1
19758,Single,Male,60000.0,0.0,Partial College,Skilled Manual,0,2.0,1-2 Miles,North America,29.0,0
19305,Single,Female,10000.0,2.0,High School,Manual,1,1.0,0-1 Miles,Europe,38.0,1
11663,Married,Male,70000.0,4.0,Graduate Degree,Professional,1,0.0,0-1 Miles,North America,36.0,1
25375,Married,Male,50000.0,1.0,Graduate Degree,Skilled Manual,1,0.0,1-2 Miles,North America,34.0,0
19475,Married,Female,40000.0,0.0,Bachelors,Professional,0,0.0,0-1 Miles,Europe,40.0,1
20729,Married,Female,40000.0,2.0,Partial College,Clerical,0,1.0,0-1 Miles,Europe,34.0,0
13961,Married,Female,80000.0,5.0,Graduate Degree,Management,1,3.0,0-1 Miles,Pacific,40.0,0
29298,Single,Female,60000.0,1.0,Partial College,Skilled Manual,1,1.0,5-10 Miles,Pacific,46.0,1
14514,Single,Female,30000.0,0.0,Partial College,Skilled Manual,1,1.0,5-10 Miles,North America,26.0,0
18160,Married,Male,130000.0,3.0,High School,Professional,1,4.0,5-10 Miles,Europe,51.0,1
14495,Married,Male,40000.0,3.0,Partial College,Professional,0,2.0,5-10 Miles,North America,54.0,1
23333,Married,Male,40000.0,0.0,Partial College,Skilled Manual,0,2.0,1-2 Miles,North America,30.0,0
24433,Married,Male,70000.0,3.0,High School,Professional,0,1.0,1-2 Miles,North America,52.0,1
20851,Single,Male,20000.0,0.0,Partial College,Manual,0,1.0,2-5 Miles,Europe,36.0,1
26886,Single,Female,30000.0,0.0,Partial College,Clerical,0,1.0,0-1 Miles,Europe,29.0,1
11275,Married,Female,80000.0,4.0,Graduate Degree,Management,1,2.0,0-1 Miles,North America,72.0,1
19664,Single,Male,100000.0,3.0,Bachelors,Management,0,3.0,1-2 Miles,North America,38.0,0
26547,Single,Female,30000.0,2.0,Partial College,Clerical,0,2.0,5-10 Miles,Pacific,60.0,1
18517,Married,Male,100000.0,3.0,Bachelors,Management,1,4.0,0-1 Miles,North America,41.0,0
18674,Single,Female,80000.0,4.0,Graduate Degree,Skilled Manual,0,0.0,0-1 Miles,North America,48.0,0
17519,Married,Female,60000.0,0.0,Partial College,Professional,1,2.0,5-10 Miles,North America,32.0,0
14813,Single,Female,20000.0,4.0,High School,Manual,1,1.0,0-1 Miles,Europe,43.0,1
14832,Married,Male,40000.0,1.0,Bachelors,Skilled Manual,1,0.0,0-1 Miles,Europe,42.0,1
17994,Single,Male,20000.0,2.0,High School,Manual,1,2.0,0-1 Miles,Europe,42.0,0
16200,Single,Female,10000.0,0.0,Partial High School,Manual,0,2.0,0-1 Miles,Europe,35.0,0
20277,Married,Female,30000.0,2.0,Partial College,Clerical,0,2.0,0-1 Miles,Pacific,69.0,0
22175,Married,Female,30000.0,3.0,High School,Skilled Manual,1,2.0,5-10 Miles,Pacific,53.0,1
24871,Single,Female,90000.0,4.0,High School,Management,0,3.0,5-10 Miles,Europe,56.0,0
26575,Single,Female,40000.0,0.0,High School,Skilled Manual,0,2.0,1-2 Miles,North America,31.0,1
19133,Single,Male,50000.0,2.0,Bachelors,Skilled Manual,1,1.0,2-5 Miles,North America,38.0,1
15740,Married,Male,80000.0,5.0,Bachelors,Management,1,2.0,1-2 Miles,North America,64.0,0
25899,Married,Female,70000.0,2.0,High School,Professional,1,2.0,10+ Miles,North America,53.0,0
27494,Single,Female,40000.0,2.0,Partial College,Skilled Manual,0,2.0,1-2 Miles,Pacific,53.0,1
29181,Single,Female,60000.0,2.0,Bachelors,Professional,0,1.0,0-1 Miles,Pacific,38.0,1
21583,Married,Female,50000.0,1.0,Bachelors,Skilled Manual,1,0.0,0-1 Miles,North America,34.0,1
12231,Single,Female,10000.0,2.0,Partial College,Manual,1,0.0,0-1 Miles,Europe,51.0,1
20236,Single,Male,60000.0,3.0,Bachelors,Professional,0,2.0,0-1 Miles,Pacific,43.0,1
12581,Single,Female,10000.0,0.0,Partial College,Manual,0,1.0,0-1 Miles,Pacific,28.0,1
23200,Married,Female,50000.0,3.0,Bachelors,Skilled Manual,1,2.0,0-1 Miles,North America,41.0,0
27393,Married,Female,50000.0,4.0,Bachelors,Management,1,2.0,10+ Miles,North America,63.0,0
18322,Single,Male,30000.0,0.0,Partial High School,Clerical,0,2.0,0-1 Miles,North America,26.0,0
23731,Married,Male,60000.0,2.0,High School,Professional,1,2.0,2-5 Miles,North America,54.0,1
11262,Married,Female,80000.0,4.0,Bachelors,Management,1,0.0,0-1 Miles,North America,42.0,0
23041,Single,Female,70000.0,4.0,High School,Professional,1,0.0,5-10 Miles,North America,50.0,1
14063,Single,Female,70000.0,0.0,Bachelors,Professional,0,1.0,0-1 Miles,Pacific,42.0,1
19914,Married,Male,80000.0,5.0,Bachelors,Management,1,2.0,2-5 Miles,Europe,62.0,0
19491,Single,Male,30000.0,2.0,Partial College,Clerical,1,2.0,0-1 Miles,Europe,42.0,0
27261,Married,Male,40000.0,1.0,Bachelors,Skilled Manual,0,1.0,0-1 Miles,North America,36.0,1
27941,Married,Female,80000.0,4.0,Partial College,Professional,1,2.0,2-5 Miles,Europe,53.0,0
25559,Single,Male,20000.0,0.0,Bachelors,Clerical,1,0.0,0-1 Miles,Pacific,25.0,1
25313,Single,Male,10000.0,0.0,Partial High School,Manual,0,2.0,1-2 Miles,Europe,35.0,0
14900,Married,Female,40000.0,1.0,Partial College,Clerical,1,1.0,1-2 Miles,North America,49.0,1
12029,Married,Male,30000.0,0.0,Partial High School,Clerical,0,2.0,0-1 Miles,North America,28.0,0
18299,Married,Male,70000.0,5.0,Partial College,Skilled Manual,1,2.0,5-10 Miles,Pacific,44.0,0
24514,Married,Male,40000.0,0.0,Partial College,Skilled Manual,1,1.0,5-10 Miles,North America,30.0,0
21451,Married,Female,40000.0,4.0,High School,Professional,1,2.0,10+ Miles,North America,61.0,0
22976,Single,Male,40000.0,0.0,High School,Skilled Manual,0,2.0,0-1 Miles,North America,28.0,1
20754,Married,Male,30000.0,2.0,High School,Skilled Manual,1,2.0,1-2 Miles,North America,51.0,0
15287,Single,Female,50000.0,1.0,Graduate Degree,Skilled Manual,1,0.0,1-2 Miles,North America,33.0,1
17025,Single,Male,50000.0,0.0,Partial College,Skilled Manual,0,1.0,2-5 Miles,North America,39.0,1
26547,Single,Female,30000.0,2.0,Partial College,Clerical,0,2.0,5-10 Miles,Pacific,60.0,1
22296,Married,Male,70000.0,0.0,Bachelors,Professional,0,1.0,0-1 Miles,North America,38.0,0
12133,Married,Female,130000.0,3.0,Partial College,Professional,1,3.0,5-10 Miles,Europe,50.0,1
25553,Married,Male,30000.0,1.0,Bachelors,Clerical,1,0.0,0-1 Miles,Europe,65.0,1
27434,Single,Male,70000.0,4.0,Partial College,Professional,1,1.0,10+ Miles,North America,56.0,0
24279,Single,Male,40000.0,2.0,Partial College,Skilled Manual,0,2.0,1-2 Miles,Pacific,52.0,0
24416,Married,Male,90000.0,4.0,High School,Professional,1,2.0,1-2 Miles,North America,45.0,0
18058,Single,Female,20000.0,3.0,High School,Skilled Manual,1,2.0,2-5 Miles,North America,78.0,0
26167,Single,Female,40000.0,2.0,Bachelors,Management,0,1.0,5-10 Miles,Pacific,53.0,1
15922,Married,Male,150000.0,2.0,High School,Professional,1,4.0,0-1 Miles,Europe,48.0,0
13911,Single,Female,80000.0,3.0,Bachelors,Skilled Manual,1,2.0,2-5 Miles,North America,41.0,1
23712,Single,Female,70000.0,2.0,Bachelors,Management,1,1.0,10+ Miles,North America,59.0,0
18626,Single,Male,40000.0,2.0,Partial College,Clerical,1,0.0,1-2 Miles,Europe,33.0,1
24151,Single,Male,20000.0,1.0,Bachelors,Clerical,0,0.0,0-1 Miles,Europe,51.0,0
18253,Married,Female,80000.0,5.0,Graduate Degree,Management,1,3.0,0-1 Miles,Pacific,40.0,0
20839,Single,Female,30000.0,3.0,Graduate Degree,Clerical,1,0.0,0-1 Miles,Europe,47.0,1
12768,Married,Male,30000.0,1.0,High School,Clerical,1,1.0,2-5 Miles,North America,52.0,1
13136,Married,Female,30000.0,2.0,Partial College,Clerical,0,2.0,5-10 Miles,Pacific,69.0,0
11090,Single,Male,90000.0,2.0,Partial College,Professional,1,1.0,2-5 Miles,North America,48.0,1
22252,Single,Female,60000.0,1.0,Graduate Degree,Professional,1,0.0,2-5 Miles,North America,36.0,1
29134,Married,Male,60000.0,4.0,Bachelors,Skilled Manual,0,3.0,10+ Miles,North America,42.0,0
17048,Single,Female,90000.0,1.0,Graduate Degree,Management,1,0.0,0-1 Miles,Pacific,36.0,1
23459,Married,Male,60000.0,2.0,High School,Professional,1,2.0,5-10 Miles,North America,50.0,0
20567,Married,Male,130000.0,4.0,Partial College,Professional,0,4.0,5-10 Miles,Europe,61.0,1
22005,Married,Female,70000.0,5.0,Partial College,Skilled Manual,0,3.0,5-10 Miles,Pacific,46.0,0
28564,Single,Female,40000.0,2.0,Partial College,Clerical,1,0.0,1-2 Miles,Europe,33.0,1
20514,Married,Female,70000.0,2.0,Partial College,Professional,1,1.0,2-5 Miles,North America,59.0,0
22983,Single,Female,30000.0,0.0,Partial High School,Clerical,1,2.0,5-10 Miles,North America,27.0,0
21568,Married,Female,100000.0,0.0,High School,Management,1,4.0,10+ Miles,Pacific,34.0,1
17546,Married,Female,70000.0,1.0,Partial College,Skilled Manual,1,1.0,0-1 Miles,North America,44.0,1
